Autor,Citas,Fecha,Link,Titulo
"CGE Marín,",10,2018,https://publicaciones.americana.edu.co/index.php/pensamientoamericano/article/download/25/21,Las pra? cticas restaurativas en la creacio? n de espacios de paz dentro de la escuela
"FJ Bautista,ZR Penagos",23,2012,https://dialnet.unirioja.es/descarga/articulo/4731351.pdf,"Hacia un paradigma pacífico: la paz mundo, la paz compleja y la paz neutra"
"AP Arboleda López,",77,2017,http://www.scielo.org.co/scielo.php?pid=S1657-89532017000200081&script=sci_arttext,"Conciliación, mediación y emociones: Una mirada para la solución de los conflictos de familia"
MT Maldonado,22,1998,,Caminhos da prevençäo da violência doméstica e escolar: construindo a paz
"G Topa,JA Moriano León,",18,2010,http://www.scielo.org.co/scielo.php?pid=S0120-05342010000300007&script=sci_arttext,Identificaciones múltiples y ciudadanía en el trabajo: mediación de las fuentes de apoyo social
"M Sanz Ferrer,",3,2019,https://www.tdx.cat/bitstream/handle/10803/668118/tmsf.pdf?sequence=1,La mediación en la coconstrucción de la identidad de grupo y el sentimiento de pertenencia: una aproximación a creencias de aprendientes de ELE
"LLM Álvarez,AB Flores",3,2020,https://apthapi.umsa.bo/index.php/ATP/article/download/48/45,"Efecto de abonos orgánicos en dos variedades de zucchini (Cucúrbita pepo) en la comunidad de Chañurani, municipio de Palca, La Paz"
"M Zegrí,JM Navarro,M Aramburu,",15,2009,https://scielo.isciii.es/pdf/inter/v18n1/v18n1a05.pdf,Gestión de la Diversidad entre Pequeños Comercios de Barcelona: Análisis de una Experiencia de Mediación Comunitaria Intercultural
"A Granero Gallegos,",16,2021,https://redined.educacion.gob.es/xmlui/bitstream/handle/11162/215690/Estilo.pdf?sequence=1,Estilo docente y competencia en Educación Superior: mediación del clima motivacional
"EI Ortuño,RLV Gutiérrez,",8,2018,,Mediación social para los nuevos movimientos sociales desde el trabajo social comunitario
JMB Jiménez,4,2008,https://dialnet.unirioja.es/descarga/articulo/2942636.pdf,La vinculación entre la protección de algunos derechos fundamentales y la «seguridad y la paz» internacionales: el antecedente de la Sociedad de Naciones
"A Baird,",2,2008,https://www.researchgate.net/profile/Adam-Baird-3/publication/273569116_Activismo_para_la_Paz_Dilemas_para_las_organizaciones_de_la_sociedad_civil_en_Colombia/links/5505a04c0cf231de077781eb/Activismo-para-la-Paz-Dilemas-para-las-organizaciones-de-la-sociedad-civil-en-Colombia.pdf,Activismo para la Paz: Dilemas para las organizaciones de la sociedad civil en Colombia
"ML Soux,",2,1995,https://repositorio.pucp.edu.pe/index/bitstream/handle/123456789/192084/79%20%20si.pdf?sequence=1,"Individuo, familia y comunidad. El derecho sucesorio entre los comuneros de la Paz 1825-1850"
E Sánchez,29,2012,https://dialnet.unirioja.es/descarga/articulo/8893018.pdf,De actores armadas a sujetos de paz: Mujeres y reconciliación en el conflicto colombiano
DA Ospina,46,2018,http://www.scielo.org.co/scielo.php?pid=S1692-715X2018000200943&script=sci_arttext,La paz entre lo urbano y lo rural: imaginarios de paz de niños y niñas sobre el posconflicto en Colombia
M Fernández,26,2013,,""" Mediación penitenciaria"": una nueva propuesta para mediar en una cárcel de mujeres"
",A Hernández ,Paz ,y Puente",43,2017,https://scielo.isciii.es/scielo.php?pid=S2254-28842017000200112&script=sci_arttext&tlng=en,Relación entre las complicaciones y la calidad de vida del paciente en hemodiálisis
"A Rettberg,",140,2013,http://www.scielo.org.co/scielo.php?pid=S0121-51672013000100002&script=sci_arttext,La construcción de paz bajo la lupa: una revisión de la actividad y de la literatura académica internacional
"J Galtung,",104,2014,https://revistaseug.ugr.es/index.php/revpaz/article/download/1565/2336,"La geopolítica de la Educación para la paz. Aprender a odiar la guerra, a amar la paz ya hacer algo al respecto"
"F ,Paz,J Etchevers,",33,2016,https://www.scielo.org.mx/scielo.php?pid=S0187-57792016000300339&script=sci_arttext,Distribución a profundidad del carbono orgánico en los suelos de México
"JD Cárdenas,",90,2013,https://revistas.udistrital.edu.co/index.php/cpaz/article/download/5336/6957/,Opinión pública y proceso de paz: actitudes e imaginarios de los bogotanos frente al proceso de paz de La Habana entre el gobierno colombiano y la guerrilla de las …
EMT Romero,47,2017,https://revistas.uniminuto.edu/index.php/Pers/article/download/1574/1516,"Pensar la tarea de las ciencias sociales desde la construcción de paz, a partir de la lectura y escritura realizada con los estudiantes de la Corporación Universitaria …"
AM Bustos Cainarca ,3,2004,https://repositorio.uniandes.edu.co/bitstreams/4b00e5b1-b705-4061-bf06-097d176a0786/download,"La construcción de paz empresarial en Colombia,¿ discurso o realidad?-una aproximación a los casos de Vallenpaz, Indupalma, entre todos y el Grupo de Paz …"
M Obando,22,2021,https://www.scielo.sa.cr/scielo.php?pid=S1409-42582021000200383&script=sci_arttext,Mediación pedagógica del aprendizaje a partir de la pregunta generadora en la educación media: Aprendizaje basado en proyectos
N Santamaría,16,2019,https://digibug.ugr.es/bitstream/handle/10481/55895/9249-27671-2-PB.pdf?sequence=1,¿ Cuál es el estatus de la Educación para la Paz en el ámbito científico actual?
"ML Calle Meza,YY Rodríguez Castillo,",1,2022,http://www.scielo.org.co/scielo.php?pid=S1794-31082022000200143&script=sci_arttext,… entre los fines retributivos y los fines restaurativos de la pena en el modelo de justicia transicional colombiano. Un análisis desde el Acuerdo Final de paz de …
"LG Raga,IC Sanchis,AM Mora,",40,2016,https://www.redalyc.org/pdf/1350/135047100015.pdf,Fortalezas y debilidades de la mediación escolar desde la perspectiva del alumnado de educación secundaria
"DB Machado,JDV Gómez,",42,2018,https://revistas.usb.edu.co/index.php/Agora/article/download/3828/PDF/,Barreras psicosociales para la paz y la reconciliación
ER Medrano,9,2013,https://www.scielo.org.mx/scielo.php?pid=S0187-57792013000400181&script=sci_arttext,Evaluación de un modelo de la BRDF a partir de simulaciones con modelos semi-empíricos lineales (SEL)
"O ,Paz,",26,1975,https://www.persee.fr/doc/carav_0008-0152_1975_num_25_1_1997,Vuelta a “El laberinto de la soledad”: conversación con Octavio PAZ
"M Alcañiz Moscardó,",30,2007,https://rua.ua.es/dspace/bitstream/10045/3639/1/Feminismos_09_03.pdf,Aportaciones de las mujeres al discurso ya la práctica de la paz
"EA Chilito Piamba,",32,2018,http://www.scielo.org.co/scielo.php?pid=S0121-51672018000200051&script=sci_arttext,"Participación comunitaria, gobernanza y gobernabilidad. Experiencias de construcción de paz en el departamento del Cauca, Colombia, y su aporte al …"
"EE Ruiz,MIH Sánchez",57,2012,https://www.redalyc.org/pdf/935/93524422009.pdf,"El periodismo de paz como paradigma de comunicación para el cambio social: características, dimensiones y obstáculos"
"ER Blanco,",2,2005,,"Ongs indigenistas en brasil y antropología implicada, un modelo de mediación para el etnodesarrollo"
"M Uribe López,",28,2018,https://www.scielo.org.mx/scielo.php?pid=S0188-76532018000100167&script=sci_arttext,Infraestructuras de paz y estatalidad en Colombia
"I Alonso,J Baigorri,C Otero,M Russo,",4,2010,,Elaboración de materiales didácticos para la mediación: una experiencia interuniversitaria
LM García Muñoz ,5,2008,https://repositorio.uniandes.edu.co/bitstreams/ed210a3e-c72b-467d-8bbf-426a8f75619a/download,Los aportes en construcción de paz que realizan los programas regionales de desarrollo y paz
"MS de la ,Paz ,Díaz",43,2017,http://revistascientificas2.filo.uba.ar/index.php/rtt/article/download/3605/3300,La bicicleta en la movilidad cotidiana: experiencias de mujeres que habitan la Ciudad de México
J Jiménez,11,2006,https://revistas.uasb.edu.ec/index.php/aa/article/download/3604/3600,La educación para la paz y los derechos humanos
",JM Otañez Enríquez,S ,Paz ,Viteri",109,2020,http://scielo.sld.cu/scielo.php?pid=S1996-24522020000300705&script=sci_arttext,Por una Educación Física virtual en tiempos de COVID
"RR Monedero,",13,2020,https://www.redalyc.org/journal/6759/675971329003/675971329003.pdf,Construyendo Paz en las Aulas desde la Inteligencia Emocional
"IMS Fontalvo,YAM Mejía",1,2018,https://revistas.unilasalle.edu.br/index.php/Educacao/article/download/4832/pdf,Currículo Intercultural para Proponer una Escuela como Territorio de Paz
"MS Reyes,AA Arias,",4,2019,https://latinjournal.org/index.php/roh/article/download/865/665,Aportes desde la universidad pública a la construcción de paz: prácticas formativas de Terapia Ocupacional y Fonoaudiología con un grupo de personas en proceso …
"M Mesa,",2,2011,https://www.academia.edu/download/6889018/CRIES-construccionpaz.pdf,Naciones Unidas y la construcción de la paz en América Latina: La participación de la sociedad civil
"S Contreras Rodríguez,N Colón Luna",58,2018,https://repositorio.cuc.edu.co/bitstream/handle/11323/2090/Convivencia%20escolar%20y%20soluci%C3%B3n%20.pdf?sequence=1&isAllowed=y,Convivencia escolar y solución de conflictos mediante la investigación como estrategia pedagógica
"VM Amar Rodríguez,",31,2020,https://rodin.uca.es/bitstream/handle/10498/23586/2020_384.pdf?sequence=1,Un camino para la educación para la paz: Una investigación narrativa
"MF ,Paz,",8,2009,https://www.scielo.org.mx/scielo.php?pid=S1405-84212009000100003&script=sci_arttext,Viviendo en la escasez: el territorio como objeto de transacción para la sobrevivencia
"AKT Meza,JJS Delgado,",10,2019,https://www.revistaespirales.com/index.php/es/article/download/614/518,Resiliencia en pacientes drogodependientes de la Comunidad Terapéutica “Camino a La Paz”
"K Toro Osorio,TA De Armas",10,2021,https://www.scielo.cl/scielo.php?pid=S0718-07052021000100355&script=sci_arttext&tlng=pt,La cátedra de la paz como eje de desarrollo social de cara al posconflicto
"LF Pedraza Uribe,AO Villamizar Moreno,",21,2015,http://www.scielo.org.co/scielo.php?pid=S1794-31082015000300010&script=sci_arttext,Desafíos del proceso de construcción de paz para la Policía Nacional de Colombia
"B Fainholc,",113,2004,https://gc.scalahed.com/recursos/files/r161r/w23542w/El%20concepto%20de%20mediacion%20en%20la%20tecnologia%20educativa%20apropiada%20critica.pdf,El concepto de mediación en la tecnología educativa apropiada y crítica
"AM Estévez,E Calvete,",49,2009,https://revistas.um.es/analesps/article/download/71461/68951,Mediación a través de pensamientos automáticos de la relación entre esquemas y síntomas de depresión
S Gamboa ,21,2014,https://ep00.epimg.net/descargables/2014/01/22/152e3c3d8a88283ca0883fdd1999b255.pdf,La guerra y la paz
"THP Pérez,",11,2011,https://www.redalyc.org/pdf/2739/273919435005.pdf,Colombia entre la paz y la guerra: una lectura a partir de la Seguridad Democrática
"C Marques Cebola,F Martín Diz,",79,2010,https://www.marcialpons.es/media/pdf/9788415664413.pdf,La mediación
MJ Vennera ,2,2016,https://congresodemediacion.com/mundial2016/pdf/mariajuliavennera.pdf,XII Congreso Mundial de Mediación y Cultura de Paz
"F ,Paz,S Covaleda,C Hidalgo,J Etchevers,",21,2016,https://www.scielo.org.mx/scielo.php?pid=S0187-57792016000300321&script=sci_arttext,Modelación simple y operativa de la distribución del carbono orgánico por fracciones físicas en los suelos
A Aponte Cardona,4,2017,,El acuerdo de paz y el modelo transicional colombiano: hacia un reconocimiento y dignificación de las víctimas
MLS Garcia,16,2014,https://revistas.usc.gal/index.php/ie/article/view/1926/2080,Nuevas claves en mediación educativa
"A Rettberg,",100,2012,https://repositorio.uniandes.edu.co/bitstream/1992/15425/1/u234806.pdf,Construcción de paz en Colombia
"MIG Romera,",3,2019,,Mediación y arbitraje en la gestión del conflicto laboral ante el nuevo modelo de negociación colectiva
"L Guarino,",18,2013,http://www.scielo.org.co/scielo.php?pid=S1657-89612013000100010&script=sci_arttext,"Mediación moderada, sensibilidad emocional y atontamiento en el contexto del estrés"
"AR Jaqueira,PL Burgués,FL Otero,P Aráujo",100,2014,https://revistas.um.es/educatio/article/download/194071/159431,Educando para la paz jugando: género y emociones en la práctica de juegos cooperativos competitivos
Y Liu ,2,2022,https://dialnet.unirioja.es/servlet/dctes?codigo=318546,… push con estrategias de cambio de comportamiento como instrumento para aumentar el uso continuado de las APPS de fitness:: Un modelo de mediación …
MGA Franco,55,2010,https://www.redalyc.org/pdf/676/67613199010.pdf,La situación de la educación para la paz en México en la actualidad
"Y ,Paz ,Trueba",10,2011,https://www.scielo.org.mx/pdf/secu/n80/n80a4.pdf,Acción social y nuevo Estado liberal en Argentina: La participación de las mujeres en las instituciones del modelo mixto de atención de necesidades en el centro y …
"AA Herrera ,Paz,",10,2012,https://pirhua.udep.edu.pe/bitstream/handle/11042/1196/ICI_127.pdf,Investigación en modelo hidráulico de la represa de la hidroeléctrica Chimay
"JI Bolaños Motta,",17,2018,http://www.scielo.org.co/scielo.php?pid=S0122-72382018000200083&script=sci_arttext,Aulas multiculturales y aulas de paz. Dos propuestas para un país en posconflicto
JR Jaime,24,2019,https://revistaseug.ugr.es/index.php/revpaz/article/download/8307/7951/,Descolonizar los Estudios de Paz un desafío vigente en las Ciencias Sociales en el marco de la neoliberalización epistémica contemporánea
"MG Landazabal,CM Mateo,",30,2011,https://dialnet.unirioja.es/descarga/articulo/4730572.pdf,"… de un programa de Educación para la Paz durante la adolescencia: efectos en el autoconcepto, y en el concepto de los inmigrantes, de la paz y la violencia"
MA Mireles,23,2007,https://revistas.uasb.edu.ec/index.php/aa/article/download/3499/3402,Polarización Social y Política en Venezuela: Análisis desde la perspectiva de la Cultura de Paz
S Aballouche,6,2002,https://www.raco.cat/index.php/AnuarioPsicologia/article/download/61631/88504,La mediación intercultural
"JR Sierra,JC González,",42,2021,https://dialnet.unirioja.es/descarga/articulo/7836963.pdf,Colombia y el Acuerdo de Paz con las FARC-EP: entre la paz territorial que no llega y la violencia que no cesa
IE Villarroel,1,2019,https://dialnet.unirioja.es/descarga/articulo/8153352.pdf,El modelo legal de conciliación y mediación en Brasil
J Arenas ,27,1990,http://www.arcoiris.com.co/wp-content/uploads/2012/02/vicisitudes_paz_jarenas.pdf,Vicisitudes del proceso de paz
LVA Vargas,5,2009,http://revistascientificas.filo.uba.ar/index.php/rtt/article/download/225/204,"Empresarios al volante. La producción del servicio de transporte público en la ciudad de La Paz-Bolivia, el caso del grupo “hito 45” del Sindicato Mixto de Transportes …"
V Pérez Nevarez ,4,1995,https://www.repositoriodigital.ipn.mx/jspui/bitstream/123456789/15222/1/perezn1.pdf,"Zonación y estructura de la comunidad de moluscos bivalvos en la Ensenada de La Paz, BCS, México."
"MT Prieto Quezada,",7,2022,http://www.scielo.org.co/scielo.php?pid=S0121-32612022000100170&script=sci_arttext,Educación para la paz y convivencia sin violencia. Una propuesta en el nivel básico desde la terapia narrativa
"M García Duran,",14,1998,https://journals.openedition.org/revestudsoc/30914,La paz como tarea y la paz como pasión
"FR Marcos,S Duval",2,Null,https://ibdigital.uib.es/greenstone/collect/cd2/import/iecah/iecah0055.pdf,La dimensión humanitaria tras los acuerdos de paz: propuestas para la comunidad internacional en Colombia
"MEA Thomé,SRQ Macleimont",25,2015,https://www.redalyc.org/pdf/1995/199543036052.pdf,La mediación tecnológica y las TIC: fenómenos y objetos técnicos.
JC Reyes Velandia ,5,2019,https://repositorio.uptc.edu.co/bitstream/handle/001/2945/TGT_1547.pdf?sequence=1,Apropiación conceptual de los fundamentos técnicos del voleibol en dos ambientes de aprendizaje: con mediación de las TIC uso del video frente al aprendizaje …
